Word Type,Word
English,lens of a person’s eye
Phonetic,dÿnenalúzé
English,"ligament, a person’s..."
Phonetic,dÿnech’‡r
English,"lips, a person’s..."
Phonetic,dÿnedhá
English,"liver, a person’s..."
Phonetic,dÿnedh‡r
English,"lung, a person’s..."
Phonetic,dÿnedzídidhé
English,"mouth, a person’s..."
Phonetic,dÿnedhá
English,"muscle, a person’s..."
Phonetic,dÿnet’i
English,"mustache, a person’s..."
Phonetic,dÿnedaghá
English,"nasal cavity, a person’s..."
Phonetic,dÿneghã
English,"navel, a person’s..."
Phonetic,dÿnetth’é
English,"neck, a person’s..."
Phonetic,dÿnek’oth
English,"nose, a person’s..."
Phonetic,dÿnetsî
English,"nostril, a person’s..."
Phonetic,dÿnetsî yúniæa
English,ovaries
Phonetic,bet’á ts’ékui beskÿn hûlî
English,"palm, a person’s..."
Phonetic,dÿnelatå’aghé
English,"pupil, a person’s... (in the eye)"
Phonetic,dÿnenalúzé
English,red blood cells
Phonetic,dÿl ta delk’os
English,respiratory system
Phonetic,bet’á ts’ejí
English,root of tooth
Phonetic,dÿneghúch‡n
English,"rib, a person’s..."
Phonetic,dÿnechâghé
English,right side
Phonetic,nánízek’adhe
English,"saliva, a person’s..."
Phonetic,dÿnezé
English,"shoulder blade, a person’s..."
Phonetic,dÿnegánlá
English,"shoulder, a person’s..."
Phonetic,dÿneghethgór
English,my shoulder
Phonetic,seghethgór
English,his/her shoulder
Phonetic,beghethgór
English,your shoulder
Phonetic,neghethgór
English,"skin, a person’s..."
Phonetic,dÿnedh‡th
English,"skull, a person’s..."
Phonetic,dÿnetthítth’ÿn
English,"small intestines, a person’s"
Phonetic,dÿnÿts’iéæaze
English,sole of person’s foot
Phonetic,dÿneketå’a(ghe)
English,"spinal cord, a person’s..."
Phonetic,dÿnen‡nants’úr
English,"stomach, a person’s..."
Phonetic,dÿneb‡r
English,"stomach, inside a person’s..."
Phonetic,dÿneb‡r yághe
English,tear gland
Phonetic,bet’á dÿnenaghé tu æat’î
English,"tendon, a person’s..."
Phonetic,dÿnech’‡r
English,"thigh, a person’s..."
Phonetic,dÿneghoth
English,"thighbone, a person’s..."
Phonetic,dÿneghothtth’ÿné
English,"throat, a person’s..."
Phonetic,dÿnek’ázé
English,"thumb, a person’s..."
Phonetic,dÿnelachéth
English,"toe, a person’s..."
Phonetic,dÿnekéts’‡l
English,"toe, a person’s big..."
Phonetic,dÿnekéts’‡lcho
English,"toe, a person’s little..."
Phonetic,dÿnekéts’‡laze
English,"toenail, a person’s..."
Phonetic,dÿnekegán
English,"tongue, a person’s..."
Phonetic,dÿnetthú
English,"tonsils, a person’s..."
Phonetic,dÿnek’ástå’uré
English,"tooth/teeth, a person’s..."
Phonetic,dÿneghú
English,"torso (body), a person’s..."
Phonetic,dÿnezí
English,"underarm, a person’s..."
Phonetic,dÿnek’eze
English,"uterus, a person’s"
Phonetic,dÿnekuidh‡th
English,"vertebrae, a person’s..."
Phonetic,dÿnen‡nétth’ÿné
English,"waist, a person’s..."
Phonetic,dÿnenize
English,my waist
Phonetic,senize
English,his/her waist
Phonetic,benize
English,your waist
Phonetic,nenize
English,"windpipe, a person’s..."
Phonetic,dÿneghol
English,"wrist, a person’s..."
Phonetic,dÿnelachené
English,Where is the pain?
Phonetic,around here
English,Æedlíni æeya?
Phonetic,jâ náre
English,Where does it hurt?
Phonetic,right here
English,Æedlíni æeya?
Phonetic,jâ
English,How do you feel?
Phonetic,Æedlát’u dérîdí-a?
English,I have a sore back.
Phonetic,Set’âs æeya.
English,I have a sore leg.
Phonetic,Setth’ÿné æeya.
English,I have a sore finger.
Phonetic,Selatth’alé æeya.
English,Am I bleeding?
Phonetic,Sek’e dÿl-u?
English,I cut myself.
Phonetic,Déthest’áth.
English,Your nose is bleeding.
Phonetic,Netsî dÿl.
English,Your arm is bleeding.
Phonetic,Negáné dÿl.
English,Your mouth is bleeding.
Phonetic,Nedhá dÿl.
English,You are bleeding from your...
Phonetic,Ne ... dÿl.
English,She/he is bleeding.
Phonetic,Bek’e dÿl húret’î.
English,Can you move?
Phonetic,Náñda ha duéle-u?
English,Can you move your arm?
Phonetic,Negáné náíåna ha duéle-u?
English,Can you move your leg?
Phonetic,Netth’ÿné náíåna ha duéle-u?
English,I can’t move.
Phonetic,Náísda ha dúe.
English,broken bone
Phonetic,tth’ÿn náté
English,It is broken.
Phonetic,Náté.
English,"His (her, its) arm is broken."
Phonetic,Begáné náté.
English,"His (her, its) leg is broken."
Phonetic,Betth’ÿné náté.
English,"His (her, its) rib is broken."
Phonetic,Bechantth’ÿné náté.
English,"She (he, it) is burnt."
Phonetic,Thet’e.
English,"His (her, its) hand is burnt."
Phonetic,Belá thet’e.
English,My tooth fell out.
Phonetic,Seghú háltth’ÿr.
English,accident
Phonetic,huníla nádhÿr
English,"aches, it..."
Phonetic,æeåts’ai/heåts’ai
English,aerobics (she/he is active)
Phonetic,náredí
English,"awake, he/she is..."
Phonetic,æeyã
English,"bad breath, she/he has..."
Phonetic,bedhághé mâ
English,birth control pill
Phonetic,sekui ch’á náídí
English,birth defect
Phonetic,ch’áríldhÿn
English,"blackout, she/he has a..."
Phonetic,henal níle (æajá)
English,"bleeding, she/he/it is..."
Phonetic,dÿl beghâretå’ír
English,"blind partially, she/he/it is..."
Phonetic,nat’îchóle
English,"blind, she/he/it is..."
Phonetic,nat’ñle
English,"blinks, she/he/it..."
Phonetic,nagodhetîl
English,"blood sample, she/he takes a..."
Phonetic,bedÿlé híåchu
English,"born, he/she/it is..."
Phonetic,núnîåtî
English,"born, she/he (person) is..."
Phonetic,dÿnelî
English,"breath, a person’s..."
Phonetic,dÿneyí
English,"breathing, she/he /it is..."
Phonetic,hejí
English,"burps, she/he/it..."
Phonetic,narelk‡r
English,childbirth (she is having a baby)
Phonetic,sekui dÿneåé
English,"chill, she/he/it has a..."
Phonetic,dÿnetth’i hetheåk’ÿth
English,"clean, it is..."
Phonetic,delk’ÿl
English,"clears his/her throat, she/he..."
Phonetic,delká
English,cramp
Phonetic,heådo
English,"cramp in leg, she/he/it has a..."
Phonetic,betth’ÿné heådo
English,"crazy, she/he is..."
Phonetic,huneníle
English,cross-eyed
Phonetic,nask’‡dhe
English,cut (a wound)
Phonetic,het’áth
English,"dead, she/he/it is..."
Phonetic,húle/åãîdhÿr
English,"deaf, she/he is..."
Phonetic,ts’edî
English,deceased
Phonetic,nî
English,"depressed, she/he is..."
Phonetic,ts’ánidhÿn
English,"died, she/he/it..."
Phonetic,åãîdhÿr
English,dislocation
Phonetic,heåk‡r
English,"dizzy, she/he is..."
Phonetic,betthí huneníle
English,"drools, she/he..."
Phonetic,bezé dáriltå’ul
English,eyesight (good)
Phonetic,nat’î
English,eyesight (poor)
Phonetic,nat’îchóíle
English,"faints, she/he..."
Phonetic,bek’úduth
English,"falling down, she/he/it is..."
Phonetic,náltth’ir
English,false teeth
Phonetic,dÿneghú hálî
English,"fat, he/she/it is..."
Phonetic,thek’á
English,"feels poorly, she/he..."
Phonetic,beba hûzøle
English,"fell down, he/she/it..."
Phonetic,náltth’ÿr
English,"forgets, she/he is..."
Phonetic,henalníle
English,"freezes to death, she/he/it..."
Phonetic,hethdli
English,his/her/its ear is frozen
Phonetic,bedzá hetÿn
English,his/her/its feet are frozen
Phonetic,beké dáítÿn
English,his/her/its foot is frozen
Phonetic,beké hetÿn
English,his/her/its hand is frozen
Phonetic,belá hetÿn
English,his/her/its hands are frozen
Phonetic,belá dáítÿn
English,"gargles, she/he..."
Phonetic,bek’ázé nátanîåxés
English,"gets up, she/he..."
Phonetic,níya
English,"going to bed, she/he/it..."
Phonetic,netí
English,"grown up, she/he/it is..."
Phonetic,néyâ
English,"grows, she/he/it..."
Phonetic,neye
English,"hard of hearing, she/he/it is..."
Phonetic,dziút’ñle
English,"heals, it..."
Phonetic,nají
English,health (poor)
Phonetic,æaténaíle
English,healthy
Phonetic,æaténa
English,hearing (hard of)
Phonetic,dziút’îchoíle
English,"hears it, she/he..."
Phonetic,yerítth’a
English,"hears, she/he/it..."
Phonetic,dítth’a
English,"hurts, it..."
Phonetic,æeya
English,improved (better)
Phonetic,k’ádhi
English,"improves, she/he..."
Phonetic,k’ádhi æane
English,"inhales, she/he..."
Phonetic,æunéts’én héhji
English,inside him/her/it
Phonetic,beyághe
English,"labour, she is in..."
Phonetic,sekui dÿneåé
English,left side
Phonetic,æîts’ízak’adhe
English,"listening, she/he is..."
Phonetic,hurétth’â
English,menstrual cycle
Phonetic,ts’ékui æaté henaíle
English,"moans, she/he..."
Phonetic,k’uredi
English,"mute, she/he is..."
Phonetic,yaåtíle
English,numb
Phonetic,hñåthû
English,nutrition
Phonetic,t’a ghâ shéts’elyi
English,pain (it hurts)
Phonetic,æeya
English,pimple
Phonetic,hatthñåæa
English,pulse
Phonetic,dÿnedzié heæÿl
English,"heals, it..."
Phonetic,nají
English,"pregnant, she (human) is..."
Phonetic,dÿne bets’î
English,runny nose
Phonetic,betsî deltå’ul
English,saliva
Phonetic,se
English,scrape (on the skin)
Phonetic,bek’e t’úzéch’ÿl
English,"screaming, she/he/it is..."
Phonetic,hezil
English,"senses it, she/he/it..."
Phonetic,yétth’eredí
English,"skinny/slim, he/she/it is..."
Phonetic,begÿn
English,sliver (wood)
Phonetic,dechÿnzús
English,sore (a wound)
Phonetic,beká
English,"sore, it is..."
Phonetic,æeya
English,spit / saliva
Phonetic,se
English,"sprained, it is..."
Phonetic,heåk‡r
English,stool (excrement)
Phonetic,tsã
English,stress (mental)
Phonetic,dÿne nánidhÿr dúe
English,"stung, I got..."
Phonetic,séåt’o
English,"stung, she/he got..."
Phonetic,yéåt’o
English,"suffering, she/he is..."
Phonetic,daîæa
English,"sweating, she/he/it is..."
Phonetic,bek’etaneyi
English,tattoo
Phonetic,dÿnedh‡th k’e æerehtå’ís
English,teardrop/tears
Phonetic,dÿnenatué
English,"throbbing, it is... (pain)"
Phonetic,heåts’ai
English,"tingling, it is..."
Phonetic,hñåthû
English,"tired, she/he/it is..."
Phonetic,nínñtsâ
English,traditional knowledge
Phonetic,dÿne ch’ani
English,"urine, a person’s..."
Phonetic,dÿnelezé
English,"weak, she/he/it is..."
Phonetic,nátsÿrle
English,"worried, she/he is..."
Phonetic,nánidhÿr
English,"yawning, he/she is..."
Phonetic,æedhál
English,How are you?
Phonetic,I’m fine.
English,Æedlánet’e-a?
Phonetic,Æesást’íle.
English,addiction
Phonetic,æasí bedî ha dúe
English,alcoholism
Phonetic,kúntué bedî ha dúe
English,Alzheimer’s
Phonetic,bení húle æajá/shâ dáda
English,allergy
Phonetic,æasí beba nezøle
English,amputate
Phonetic,bek’et’áth
English,arthritis
Phonetic,yátsén dáda
English,asthma
Phonetic,beyí nátsÿrle
English,bacteria
Phonetic,gu búret’ñle
English,blood clot
Phonetic,dÿlzúr
English,blood pressure
Phonetic,t’at’ú dÿnedzié æeghálana
English,boil on the skin
Phonetic,tthêåxeth
English,bruise
Phonetic,dÿnetth‡n déhtå’ÿs
English,callous
Phonetic,dÿnetth‡n detâ æajá
English,cancer
Phonetic,gu dáda
English,canker sore
Phonetic,dÿnedhá yághe ka
English,cavity in a person’s tooth
Phonetic,dÿneghú k’úrñæa
English,Caesarian section (C section)
Phonetic,sekui beghâ híåchu
English,"chill, she/he has a..."
Phonetic,dÿnetth’i hetheåk’ath
English,cigar
Phonetic,ts’élt’u
English,cigarette
Phonetic,ts’élt’u
English,"cold, a... (sickness)"
Phonetic,dekoth
English,"cold sore, a person’s..."
Phonetic,dÿnedhá ka
English,"cold, he/she has a..."
Phonetic,dekoth æayñla
English,"collapses, she/he it..."
Phonetic,náîkár
English,"coma, a person is in a..."
Phonetic,dÿne k’órelyâíle
English,"confused, she/he is..."
Phonetic,æedurelyâíle
English,contraction
Phonetic,sekui dÿneåe t’á heådo
English,"coughs, she/he/it..."
Phonetic,delkoth
English,diabetes (sugar disease)
Phonetic,súga dáda
English,diaper rash
Phonetic,bebí betå’á delk’os
English,diarrhea
Phonetic,beyá tatåir
English,disease
Phonetic,dáda
English,drugs (bad)
Phonetic,náídísåine
English,drugs (prescription/vitamins)
Phonetic,náídí
English,"earache, she/he has an..."
Phonetic,bedzaghé heåts’ai
English,epilepsy
Phonetic,neghÿl
English,"faints, he/she..."
Phonetic,bek’énelduth
English,"feeling sick, she/he is..."
Phonetic,æeya déredí
English,fetal monitor
Phonetic,bet’á sekui bechâ theda hurétth’â
English,"fever, she/he has a..."
Phonetic,nédhÿl æayíåthÿn
English,flu epidemic
Phonetic,dáda nedhé
English,food poisoning
Phonetic,æenéådel
English,frostbite
Phonetic,hetÿn
English,gall stones or kidney stones
Phonetic,tthe t’á æeyalî
English,"headache, she/he has a..."
Phonetic,betthí æeya
English,"heals, it..."
Phonetic,nají
English,heart attack
Phonetic,dÿnÿdzié nádhÿr
English,"heart attack, she/he has a..."
Phonetic,dÿnÿdzié nádhÿr
English,heart murmur
Phonetic,dÿnedzié heltåi
English,heartburn
Phonetic,shátth’ÿn
English,hemoglobin
Phonetic,bet’á dÿned‡l æate hena
English,hemophilia
Phonetic,dÿned‡l huriåæaíle
English,hemorrhoids
Phonetic,dÿnek’aítth‡l hátå’ir
English,high blood pressure
Phonetic,bedzí høtå’éth æeghálana
English,hypodermic needle
Phonetic,thatîl bet’á denígu
English,hypothermia
Phonetic,gájÿn hedli
English,"hysterectomy, she had a..."
Phonetic,sekuidh‡th beghâ híåchu
English,"illness, chronic..."
Phonetic,boneåthir/dáda
English,"illness, serious..."
Phonetic,æeya dúe/dáda
English,"illness, terminal..."
Phonetic,hena haíle/dáda
English,"illness, terminal..."
Phonetic,hena haíle/dáda
English,immunization
Phonetic,dáda ch’á hígu ha
English,impetigo
Phonetic,æegheth dáda
English,indigestion
Phonetic,chátth’ÿn
English,"infected, it is..."
Phonetic,tsñdhÿr
English,infection
Phonetic,tsñdhÿr
English,inflamed
Phonetic,dÿneka hílghas hél delk’os
English,"injection, he/she is gettng an..."
Phonetic,héhgor
English,insulin
Phonetic,súga dáda naídí
English,intervention
Phonetic,æasí huríåæa hale
English,intravenous
Phonetic,tå’ul beyñt’i
English,"itchy, it is..."
Phonetic,hegheth
English,jaundice
Phonetic,dÿnetth‡n delttho dáda
English,kidney infection
Phonetic,dÿnets’‡zé húrñdhÿr
English,kidney stones
Phonetic,dÿnets’‡zé beyé tthe
English,laryngitis
Phonetic,dÿneyí k’aduth
English,lazy eye
Phonetic,nezø benaghé dáháreltaîle
English,leukemia
Phonetic,dÿned‡l ta gu dáda
English,lump
Phonetic,hãñåtsó
English,measles
Phonetic,bet’á dÿnetth’i delk’os
English,meningitis
Phonetic,dÿne betthíghã hílghas
English,"mentally ill, she/he is..."
Phonetic,betthí nezõle
English,migraine
Phonetic,høtå’édhé dÿnetthí æeya
English,miscarriage
Phonetic,nareltí
English,mumps
Phonetic,dÿnek’ás hílghas
English,nausea
Phonetic,hñdhûth
English,nearsightedness
Phonetic,nidhíle huneåæî
English,nerves
Phonetic,bet’á déts’edí
English,nosebleed
Phonetic,dÿnetsî dÿl
English,ointment
Phonetic,bet’á dÿne ká nají
English,"operation, she/he has an..."
Phonetic,nát’ath
English,"overweight, he/she..."
Phonetic,åek’á dúe
English,"overweight, he/she/it is..."
Phonetic,nedath dúe
English,paralysis
Phonetic,náda ha æañle
English,Parkinson’s disease
Phonetic,betth’i delghÿl dáda
English,(got a needle)
Phonetic,hehgor
English,penicillin
Phonetic,dáda ch’á náídí
English,phlegm
Phonetic,dekothch’‡r
English,pills/medicine
Phonetic,náídí
English,pimple
Phonetic,hátñåaze
English,pinworm
Phonetic,dÿnetsâ ta gu
English,plaque on teeth
Phonetic,æasí dÿneghú híåt’us
English,pneumonia
Phonetic,bedzídith hílghas
English,pus
Phonetic,ts’és
English,rash
Phonetic,dÿnetth’i delk’os
English,recovery (he/she got better)
